"Name"
"Ferreira, Ricardo"
"Ferreira, Ricardo"
"Ferreira, Ricardo"
"Ferreira, Ricardo"
"Ferreira, Ricardo"
"Ferreira, Ricardo"
"Ferreira, Rodrigo"
"Ferreira, Ruben"
"Ferreira, Ruben"
"Ferreira, Ruben"
"Ferreira, Rui"
"Ferreira, Rui"
"Ferreira, Sergio"
"Ferreira, Tiago"
"Ferreira, Tiago"
"Ferreira, Tiago"
"Ferreira, Tiago"
"Ferreira, Vasco"
"Ferreira, Vasco"
"Ferreira, Vitor"
"Ferreira, Vitor"
"Ferreirinha, Leonardo"
"Ferrinho"
"Ferro"
"Ferro, Esteves"
"Fialho, Pedro"
"Fidalgo, Ivan"
"Fidalgo, Ruben"
"Figueira, Afonso"
"Figueira, Dani"
"Figueira, Luis"
"Figueira, Miguel"
"Figueira, Nelson"
"Figueiras, Carlos"
"Figueiras, Diogo"
"Figueiras, Joao"
"Figueiredo, Afonso"
"Figueiredo, Antonio"
"Figueiredo, Claudio"
"Figueiredo, Cristiano"
"Figueiredo, Filipe"
"Figueiredo, Joao"
"Figueiredo, Rafael"
"Figueiredo, Ricardo"
"Figueiredo, Rodrigo"
"Figueiredo, Tobias"
"Figueiro, Nuno"
"Figueiro, Rui"
"Filipe Aguiar"
"Filipe Faia"
"Filipe Gato"
"Filipe Gomes"
"Filipe Relvas"
"Filipe, Alfredo"
"Filipe, Antonio"
"Filipe, Diogo"
"Filipe, Goncalo"
"Filipe, Gustavo"
"Filipe, Hugo"
"Filipe, Jose"
"Filipe, Luis"
"Finica, Valeriu"
"Fininho"
"Finta, Mauro"
"Fioulah, Mamadou"
"Firmino, Hugo"
"Firmino, Hugo"
"Firmino, Luis"
"Firmino, Wilson"
"Flamel"
"Flecha"
"Flora, Francisco"
"Floreano, Tiago"
"Floro, Joao"
"Floro, Rafael"
"Fofana, Boubacar"
"Folgoa, Artur"
"Folgoa, Eduardo"
"Folha, Bernardo"
"Folha, Diogo"
"Fonseca, Alexandre"
"Fonseca, Andre"
"Fonseca, Bruno"
"Fonseca, Bruno"
"Fonseca, Bruno"
"Fonseca, Carlos"
"Fonseca, Daniel"
"Fonseca, David"
"Fonseca, Diogo"
"Fonseca, Diogo"
"Fonseca, Diogo"
"Fonseca, Fabio"
"Fonseca, Fernando"
"Fonseca, Goncalo"
"Fonseca, Guilherme"
"Fonseca, Helio"
"Fonseca, Joao"
"Fonseca, Joao"
"Fonseca, Marco"
"Fonseca, Martim"
"Fonseca, Martim"
"Fonseca, Mateus"
"Fonseca, Nuno"
"Fonseca, Pedro"
"Fonseca, Pedro"
"Fonseca, Rafael"
"Fonseca, Rodrigo"
"Fonseca, Ruben"
"Fonseca, Rui"
"Fonseca, Sandro"
"Fonseca, Theo"
"Fonseca, Vasco"
"Fonte, Luis"
"Fonte, Martinho"
"Fonte, Rui"
"Fontes, Andre"
"Fontes, Igor"
"Fontinha, Atila"
"Fontinha, Vasco"
"Forbes, Rachide"
"Forbs, Vladimir"
"Formosinho, Luis Manuel"
"Fortes, Carlos"
"Fortes, Carlos"
"Fortes, Elton"
"Fortes, Fabio"
"Fortes, Fernando"
"Fortes, Ivo"
"Fortes, Joao"
"Fortes, Pedro"
"Fortes, Renato"
"Fortes, Ronaldo"
"Forthaus, Wolfgang"
"Fortio, Alfredo"
"Fortuna, Marco"
"Frade, Carlo"
"Frade, Fred"
"Frade, Tiago"
"Fraga, Joao"
"Franca"
"Franca, Adriano"
"Franca, Alvaro"
"Franca, Jose"
"Franca, Luis"
"Franca, Simao"
"Francisco Junior"
"Francisco, Antonio"
"Francisco, Miguel"
"Francisco, Nuno"
"Francisco, Pedro"
"Francisco, Rui"
"Francisco, Sandro"
"Francisco, Telmo"
"Francisco, Tomas"
"Franco, Andre"
"Franco, Dinis"
"Franco, Goncalo"
"Franco, Joao"
"Frasco, Renato"
"Freches, Henrique"
"Fred"
"Fred"
"Fred"
"Freddy"
"Frederico, Ricardo"
"Fredy"
"Freire, Diogo"
"Freire, Fabio"
"Freire, Mauro"
"Freire, Micael"
"Freire, Ruben"
"Freitas"
"Freitas, Afonso"
"Freitas, Andre"
"Freitas, Andre"
"Freitas, Andre"
"Freitas, Bruno"
"Freitas, Bruno"
"Freitas, Carlos"
"Freitas, Claudio"
"Freitas, Diogo"
"Freitas, Fabio"
"Freitas, Goncalo"
"Freitas, Helio"
"Freitas, Joao"
"Freitas, Joao"
"Freitas, Jorge"
"Freitas, Jose Pedro"
"Freitas, Luis"
"Freitas, Nuno"
"Freitas, Osorio"
"Freitas, Pedro"
"Freitas, Raul"
"Freitas, Ruben"
"Freitas, Tiago"
"Freitas, Tomas"
"Freitas, Vasco"
"Freitas-Gouveia, Diogo"
"Frias, Andre"
"Frias, Andre"
"Fulane, Abilio"
"Furtado, Bruno"
"Furtado, Damien"
"Furtado, Danilson"
"Furtado, Edilson"
"Furtado, Joao Pedro"
"Furtado, Luis"
"Furtado, Sidnei"
"Furtado, Steeve"
"Fustiga, Diogo"
"Gabi"
"Gabi"
"Gabi Souza"
"Gabor, Marius"
"Gabriel"
"Gabriel Almeida"
"Gabriel, Bruno"
"Gabriel, Joao"
"Gabriel, Luis"
"Gaby"
"Gadelho, Vasco"
"Gaiao, Fabio"
"Gaio, Pedro"
"Galamba, Andre"
"Galante, Jose"
"Galantinho, Bernardo"
"Galego, Flavio"
"Galego, Tiago"
"Galiza, Tomas"
"Galvao, Diogo"
"Galvao, Martim"
"Galvao, Pedro"
"Galveias, Filipe"
"Galveias, Michael"
"Gama, Bruno"
"Gama, Jose"
"Gama, Manuel"
"Gama, Ruben"
"Gama, Tomas"
"Gamboa, Joao"
"Gamboa, Ludovic"
"Gameiro, Corey"
"Gameiro, Kevin"
"Gamito, Helder"
"Ganchas, Pedro"
"Gandarez, Wilson"
"Ganhao, Joao"
"Garces, Leonel"
"Garcia, Alvaro"
"Garcia, Andre"
"Garcia, Claudio"
"Garcia, Daniel"
"Garcia, Filipe"
"Garcia, Filipe"
"Garcia, Fred"
"Garcia, Joao"
"Garcia, Pedro"
"Garcia, Pedro"
"Garcias, Jorge"
"Garcias, Telmo"
"Garganta"
"Garrana, Bruno"
"Garrido, Diogo"
"Garrido, Fabio"
"Garrido, Luis"
"Garrido, Samuel"
"Garruco, Bruno"
"Garruco, Manuel"
"Gaspar, Alexandre"
"Gaspar, Bruno"
"Gaspar, Diogo"
"Gaspar, Filipe"
"Gaspar, Helder"
"Gaspar, Manuel"
"Gaspar, Sergio"
"Gata, Jose"
"Gato, David"
"Gavela, Fernando"
"Gazela"
"Gbale, Dally"
"Gedson Junior"
"Gege"
"Geiger, Rainer"
"Gencturk, Kursat"
"Geraldes, Andre"
"Geraldes, Francisco"
"Geraldo, Afonso"
"Giacobbo, Alexandre"
"Gil, Joao"
"Gil, Nuno"
"Gil, Renato"
"Gilberto"
"Gilberto da Costa"
"Gilson da Costa"
"Ginho"
"Giovetti de Almeida, Samuel Filipe"
"Girao, Andre"
"Girao, Andre"
"Girao, Miguel"
"Gladestony"
"Glauciano"
"Godinho, Bernardo"
"Godinho, Bruno"
"Godinho, Diogo"
"Godinho, Filipe"
"Godinho, Hugo"
"Godinho, Joao"
"Godinho, Manuel"
"Godinho, Marcus"
"Godinho, Ricardo"
"Goias, Bruno"
"Goias, Pedro"
"Goios, Hernani"
"Gois, Elton"
"Gois, Joao"
"Gomes Monteiro, Michel"
"Gomes, Abulai"
"Gomes, Afonso"
"Gomes, Alexandre"
"Gomes, Andre"
"Gomes, Andre"
"Gomes, Andre"
"Gomes, Angel"
"Gomes, Antero"
"Gomes, Antonio"
"Gomes, Bernardo"
"Gomes, Bruno"
"Gomes, Bruno"
"Gomes, Bruno"
"Gomes, Bubacar"
"Gomes, Carlos"
"Gomes, Carlos"
"Gomes, Cesar"
"Gomes, Cristiano"
"Gomes, Daniel"
"Gomes, Davide"
"Gomes, Diogo"
"Gomes, Eddi"
"Gomes, Edson"
"Gomes, Euclides"
"Gomes, Evandro"
"Gomes, Fabio"
"Gomes, Fabio"
"Gomes, Filipe"
"Gomes, Filipe"
"Gomes, Gabriel"
"Gomes, Goncalo"
"Gomes, Guilherme"
"Gomes, Henrique"
"Gomes, Henrique"
"Gomes, Idelino"
"Gomes, Iuri"
"Gomes, Joao"
"Gomes, Joao"
"Gomes, Joao"
"Gomes, Joao"
"Gomes, Joao"
"Gomes, Joao"
"Gomes, Jose"
"Gomes, Jose"
"Gomes, Julio"
"Gomes, Juvenal"
"Gomes, Lamine"
"Gomes, Luis"
"Gomes, Mamadu"
"Gomes, Marco"
"Gomes, Marcos"
"Gomes, Maudo"
"Gomes, Miguel"
"Gomes, Miguel"
"Gomes, Mussa"
"Gomes, Nuno"
"Gomes, Orlando"
"Gomes, Orlando"
"Gomes, Paulo"
"Gomes, Pedro"
"Gomes, Rafa"
"Gomes, Rafael"
"Gomes, Ricardo"
"Gomes, Ricardo"
"Gomes, Ricardo"
"Gomes, Richard"
"Gomes, Rui"
"Gomes, Rui"
"Gomes, Sana"
"Gomes, Sandro"
"Gomes, Tiago"
"Gomes, Tiago"
"Gomes, Tiago"
"Gomes, Tiago"
"Gomes, Tiago"
"Gomes, Tote"
"Gomes, Vasco"
"Gomes, Vitor"
"Gomes, Vitor"
"Gomes, Vladimir"
"Gomes, Yannick"
"Gomes, Ze"
"Gomez, Jose Luis"
"Goncalo Cabral"
"Goncalo Melo"
"Goncalo, Fernando"
"Goncalo, Joao"
"Goncalo, Joao"
"Goncalo, Vasco"
"Goncalves, Admar"
"Goncalves, Andre"
"Goncalves, Anthony"
"Goncalves, Antonio"
"Goncalves, Antonio"
"Goncalves, Bruno"
"Goncalves, Bruno"
"Goncalves, Bruno"
"Goncalves, Carlos"
"Goncalves, Claude"
"Goncalves, Daniel"
"Goncalves, Daniel"
"Goncalves, Dario"
"Goncalves, David"
"Goncalves, Diogo"
"Goncalves, Diogo"
"Goncalves, Diogo"
"Goncalves, Fabio"
"Goncalves, Fabio"
"Goncalves, Filipe"
"Goncalves, Filipe"
"Goncalves, Frederico"
"Goncalves, Gil"
"Goncalves, Goncalo"
"Goncalves, Goncalo"
"Goncalves, Henrique"
"Goncalves, Iuri"
"Goncalves, Ivan"
"Goncalves, Ivo"
"Goncalves, Jake"
"Goncalves, Joao"
"Goncalves, Joao"
"Goncalves, Joao"
"Goncalves, Joao"
"Goncalves, Joao Manuel"
"Goncalves, Jonathan"
"Goncalves, Jorge"
"Goncalves, Jose"
"Goncalves, Jose"
"Goncalves, Jose Manuel"
"Goncalves, Julio"
"Goncalves, Louis"
"Goncalves, Luis"
"Goncalves, Luis"
"Goncalves, Luis"
"Goncalves, Luis"
"Goncalves, Miguel"
"Goncalves, Paulo"
"Goncalves, Pedro"
"Goncalves, Pedro"
"Goncalves, Pedro"
"Goncalves, Pedro"
"Goncalves, Ruben"
"Goncalves, Rui"
"Goncalves, Rui"
"Goncalves, Telmo"
"Goncalves, Tiago"
"Goncalves, Tiago"
"Goncalves, Vitor"
"Gonzaga, Tiago"
"Gonzalez, Rafael"
"Gordinho, Anthony"
"Gordinho, Lorenzo"
"Gordo, Nuno"
"Gorito, Diogo"
"Goulart, Emanuel"
"Goulart, Hugo"
"Goulart, Joao"
"Goulart, Miguel"
"Goulart, Vasco"
"Gouveia, Andre"
"Gouveia, Jose"
"Gouveia, Miguel"
"Gouveia, Ruben"
"Gouveia, Tiago"
"Graca, Andre"
"Graca, Fabio"
"Graca, Goncalo"
"Graca, Joao"
"Graca, Nelson"
"Graca, Nuno"
"Graca, Paulo"
"Graca, Pedro"
"Graca, Pedro"
"Graca, Rafael"
"Graca, Tiago"
"Gracio, Rafael"
"Grade, Vitor"
"Gramoso, Joao"
"Grande, Ruben"
"Gregorio, Daniel"
"Gregorio, Daniel"
"Gregorio, Frederico"
"Gregorio, Goncalo"
"Gregorio, Martim"
"Grencho, Sergio"
"Grenho, Bruno"
"Grilo, Andre"
"Grilo, David"
"Grilo, Hugo"
"Grilo, Joao"
"Grilo, Joao"
"Grilo, Marco"
"Grilo, Miguel"
"Grilo, Paulo"
"Grilo, Pedro"
"Grou, Bruno"
"Guambi, Danilo"
"Guedes, Alexandre"
"Guedes, Bernardo"
"Guedes, Christophe"
"Guedes, Daniel"
"Guedes, Diogo"
"Guedes, Goncalo"
"Guedes, Guilherme"
"Guedes, Gustavo"
"Guedes, Helder"
"Guedes, Joao"
"Guedes, Marcelo"
"Guedes, Martinho"
"Guedes, Mauricio"
"Guedes, Miguel"
"Guedes, Nuno"
"Guedes, Rodrigo"
"Guedes, Rui"
"Guedes, Samuel"
"Guedes, Telmo"
"Guedes, Tiago"
"Guedes, Tiago"
"Guerra, Carlos"
"Guerra, Carlos"
"Guerra, Filipe"
"Guerra, Francisco"
"Guerra, Hugo"
"Guerra, Luis"
"Guerra, Marcelo"
"Guerra, Pedro"
"Guerra, Pedro"
"Guerra, Vasco"
"Guerreiro, Antonio"
"Guerreiro, Goncalo"
"Guerreiro, Joao"
"Guerreiro, Joao"
"Guerreiro, Joao"
"Guerreiro, Joao"
"Guerreiro, Jorge"
"Guerreiro, Matthew"
"Guerreiro, Nuno"
"Guerreiro, Raphael"
"Guerreiro, Ruy"
"Guerreiro, Tomas"
"Guga"
"Gui Ferreira"
"Guilherme"
"Guilherme"
"Guilherme"
"Guilherme, Fabio"
"Guilherme, Goncalo"
"Guilherme, Joao"
"Guilherme, Pedro"
"Guima"
"Guimaraes, Bruno"
"Guimaraes, Joao"
"Guimaraes, Miguel"
"Guimaraes, Rui"
"Gura"
"Gustavo"
"Gustavo Cipriano"
"Gustavo Furtado"
"Gustavo Henrique"
"Gustavo Souza"
"Gustavo, Jeronimo"
"Gustavo, Luis"
"Guti"
"Guto"
"Guzzo, Raphael"
"Hagi"
"Handel, Tomas"
"Hanne, Boubacar"
"Harramiz"
"Hassan, Mohcine"
"Hauguel, Elie"
"Helder Barbosa"
"Heldon"
"Heleno, Bruno"
"Heleno, Emanuel"
"Helinho"
"Helmut Ari"
"Henrique"
"Henrique, Anibal"
"Henrique, Joel"
"Henrique, Jorge"
"Henrique, Nelson"
"Henrique, Paulo"
"Henrique, Pedro"
"Henriques, Bernardo"
"Henriques, Carlos"
"Henriques, Carlos"
"Henriques, Danny"
"Henriques, David"
"Henriques, Henrique"
"Henriques, Joao"
"Henriques, Leandro"
"Henriques, Marco"
"Henriques, Paulo"
"Henriques, Ricardo"
"Henriques, Rodrigo"
"Henriques, Ruben"
"Herculano, Pedro"
"Herlander"
"Hernandez, Joel"
"Hernani"
"Hernani"
"Heuer Fernandes, Daniel"
"Hevertton"
"Hidalgo, Nuno"
"Hipolito, Pedro"
"Hipolito, Rui"
"Hjulsager, Andrew"
"Honrado, Joao"
"Honrado, Tiago"
"Hoogerwerf, Massimo"
"Hora, Hugo"
"Horta, Andre"
"Horta, Fabio"
"Horta, Ricardo"
"Hortelao, Jose"
"Hortelao, Vitor"
"Hugo Daniel"
"Hugo Obama"
"Hugo Sardinha"
"Hugo Vieira"
"Hugo, Bruno"
"Hugo, David"
"Hugo, Goncalo"
"Hugo, Pedro"
"Hugo, Vitor"
"Hugo, Vitor"
"Hugo, Vitor"
"Huguinho"
"Huja, Marian"
"Hulk"
"Hun, Lajos"
"Hyndman, Emerson"
"Iafai"
"Ibraima"
"Ibraime"
"Idris"
"Ie"
"Ie, Edelino"
"Ie, Edgar"
"Ignatyev, Vadym"
"Igor"
"Igor Gateira"
"Ildefonso, Daniel"
"Ildefonso, Hugo"
"Ilheu, Rui"
"Iliev, Ilian"
"Ilori, Tiago"
"Imerson"
"Inacio, Goncalo"
"Inacio, Joao"
"Inacio, Jose"
"Inacio, Jose"
"Inacio, Paulo"
"Inacio, Ricardo"
"Inacio, Tiago"
"Inacio, Vitor"
"Inez, Romain"
"Infante, Joao"
"Ingrao, Gaetan"
"Iniesta"
"Injai, Rui"
"Injai, Umaro"
"Inocencio, Ruben"
"Intima, Jorge"
"Irobiso, Christian"
"Isabel, Eduardo"
"Isac"
"Isaias Junior"
"Isidoro, Tiago"
"Isler, Florian"
"Ismael"
"Ismani, Yann"
"Italo"
"Italo Raphael"
"Ivan Cavaleiro"
"Ivanildo"
"Ivanilson"
"Ivo"
"Ivo Eichmann"
"Ivo Pinto"
"Izata, Diogo"
"Jacinto, Bruno"
"Jacinto, Flavio"
"Jacinto, Joao"
"Jacinto, Pedro"
"Jacinto, Pedro"
"Jacob, Rui"
"Jacques, Nelson"
"Jahmann, Sacha"
"Jaiminho"
"Jair"
"Jalo, Alvaro"
"Jalo, Vladimir"
"Janeca"
"Janeiro, Miguel"
"Janela, Miguel"
"Janota, Ricardo"
"Januario Jesus"
"Januario, Nuno"
"Jaques, Joao"
"Jaquite, Joao"
"Jardel"
"Jardel"
"Jeremias, Joao"
"Jeronimo, Adao"
"Jeronimo, Paulo"
"Jessy"
"Jesus, Bruno"
"Jesus, Bruno"
"Jesus, Diogo"
"Jesus, Fernando"
"Jesus, Helder"
"Jesus, Joao"
"Jesus, Joao"
"Jesus, Joao"
"Jesus, Joao"
"Jesus, Marco"
"Jesus, Ricardo"
"Jesus, Rui"
"Jesus, Tiago"
"Jo"
"Joao"
"Joao Amaral"
"Joao Bachi"
"Joao Bernardo"
"Joao Filipe"
"Joao Mario"
"Joao Nuno"
"Joao Oliveira"
"Joao Paulo"
"Joao Paulo"
"Joao Pedro"
"Joao Pedro"
"Joao Pedro"
"Joao Pedro"
"Joao Pedro"
"Joao Pias"
"Joao Silva"
"Joao Silva"
"Joao Victor"
"Joao Vitor"
"Joao Vitor"
"Joao, Diogo"
"Joao, Lucas"
"Joao, Lulunzi"
"Joao, Miguel"
"Joao, Vitor"
"Joaozinho"
"Joaozinho"
"Joaozinho"
"Joaozinho"
"Joazimar Stehb"
"Job, Joao"
"Joca"
"Joca"
"Joca"
"Joca"
"Joca"
"Jocu, Henrique"
"Joeano"
"Joel"
"Joel"
"Joel"
"Joel, Diogo"
"Jogo, Tiago"
"Johnny Light"
"Jojo"
"Jokanovic, Luka"
"Jombati, Sido"
"Jonathan"
"Joni"
"Jony"
"Jordao"
"Jordao, Bruno"
"Jordao, Eduardo"
"Jorge, Artur"
"Jorge, Joao"
"Jorge, Jorge"
"Jorge, Jose"
"Jorge, Mario"
"Jorge, Miguel"
"Jorge, Paulo"
"Jorge, Paulo"
"Jorge, Pedro"
"Jorge, Rodrigo"
"Jorge, Rui"
"Jorge, Rui"
"Jorge, Sergio"
"Jorge, Tomas"
"Jorge, Tomas"
"Jorge, Tomas"
"Jorge, Vitor"
"Jorginho"
"Jorginho"
"Jorginho"
"Jorginho"
"Jorginho"
"Jose Fonte"
"Jose Furtado"
"Jose Maria"
"Jose Renato"
"Jose Silva"
"Jose, Diogo"
"Jose, Manuel"
"Jose, Paulo"
"Jose, Pedro"
"Josse, Thibault"
"Josue"
"Josue"
"Josue"
"Jota"
"Jota"
"Jota"
"Jota"
"Jota"
"Jota"
"Jota"
"Jota"
"Jota"
"Jota"
"Jota Pe"
"Ju"
"Juan Castro"
"Juary"
"Julien"
"Julio"
"Julio Cesar"
"Julio Madureira"
"Juninho"
"Junior"
"Junior Franco"
"Junior, Daniel"
"Junior, Florentino"
"Junior, Julio"
"Junior, Lamine"
"Junior, Olavio"
"Junior, Pio"
"Junior, Simao"
"Junior, Tito"
"Jussane"
"Justiniano, Pedro"
"Justino, Tiago"
"Justo Leite Gomes Da Silva, Helder"
"Juvenal"
"Ka"
"Kaby"
"Kadas, Orlando"
"Kadu"
"Kaio"
"Kaka"
"Kalika"
"Karadas"
"Kareem, Kazeem"
"Kasongo, Antonio"
"Katchana"
"Katchipwisayla, Marcelino"
"Kaue Rivera"
"Kay"
"Kelvin"
"Kenidy, Wilson"
"Kieffer, Francois"
"Kifuta"
"Kikas"
"Kikas"
"Kiki"
"Kiki Ballack"
"Kiki Silva"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko"
"Kiko Miranda"
"Kilchberger, Marcello"
"Kim"
"Kindio"
"Kisley"
"Kleber Cabral"
"Kohler, Nico"
"Kondratenko, Sergiy"
"Kone, Mamadou"
"Kong, David"
"Konovalov, Sergiy"
"Kore, Didier"
"Korta"
"Kosar, Tymur"
"Kouadio, Ghislain"
"Kuagica"
"Kuate, Wato"
"Kuca"
"Kundik, Sergey"
"Kymen"
"Lacao, Tiago"
"Ladislau, Ruben"
"Lafuente, Goncalo"
"Lagarico, Pedro"
"Lage, Bruno"
"Lage, Helder"
"Laginha, Fabio"
"Laginha, Rodrigo"
"Lagoa, Cesar"
"Lagoa, Cesar"
"Lagoa, Pedro"
"Laino"
"Lamba, Mamadu"
"Lambert, Marc"
"Lameira, Joao"
"Lameirao"
"Lameiras, Ruben"
"Lamelas, Diogo"
"Lami, Alexandre"
"Lami, Eddy"
"Lanca, Fabio"
"Lanca, Rui"
"Lanca, Tiago"
"Landim, Aliu"
"Landim, William"
"Landinho"
"Lanzinha, David"
"Laranjeira, Nuno"
"Laranjeiro"
"Lasca, Fabio"
"Laton"
"Lavinier, Marcel"
"Lazaro, Marco"
"Lazaro, Miguel"
"Leal, David"
"Leal, David"
"Leal, Joao"
"Leal, Manuel"
"Leal, Ricardo"
"Leal, Rui"
"Leal, Tomas"
"Leal, Vasco"
"Leandro Alexis"
"Leandro Ary"
"Leandro Turossi"
"Leandro, Andre"
"Leao, Andre"
"Leao, Antonio"
"Leao, Antonio"
"Leao, Filipe"
"Leao, Rafael"
"Leao, Tiago"
"Leca, Afonso"
"Leca, Henrique"
"Leconte, Mickael"
"Ledo, Tiago"
"Lee Hyung-Sang"
"Leigh, Zach"
"Leitao, Agostinho"
"Leitao, Diogo"
"Leitao, Emanuel"
"Leitao, Helder"
"Leitao, Rafa"
"Leitao, Ricardo"
"Leite, Antonio"
"Leite, Bruno"
"Leite, Diogo"
"Leite, Diogo"
"Leite, Flavio"
"Leite, Helder"
"Leite, Horacio"
"Leite, Hugo"
"Leite, Jorge"
"Leite, Nelson"
"Leite, Paulo"
"Leite, Rafael"
"Leite, Sergio"
"Leite, Tiago"
"Leite, Tiago"
"Lekbab, Ismael"
"Lele, Goncalo"
"Leleco"
"Lelo, Leonardo"
"Lemos, Andre"
"Lemos, Bruno"
"Lemos, Ivo"
"Lemos, Jil"
"Lemos, Joao"
"Lemos, Orlando"
"Lemos, Pedro"
"Lemos, Telmo"
"Lemos, Tiago"
"Lenho, Marco"
"Lenho, Nelson"
"Leo"
"Leo"
"Leo"
"Leo"
"Leo"
"Leo"
"Leo"
"Leo Abreu"
"Leo Costa"
"Leo Fioravanti"
"Leo Tome"
"Leonardo"
"Leonel"
"Leonel"
"Letras, Jose"
"Letras, Tiago"
"Leveque, Valentin"
"Li, Huaxin"
"Li, Yu"
"Liberal, Daniel"
"Lica"
"Lico"
"Ligeiro, Gil"
"Lima Pereira, Andre"
"Lima Pereira, Carlos"
"Lima Pereira, Tiago"
"Lima, Afonso"
"Lima, Antonio"
"Lima, Daniel"
"Lima, Delmiro"
"Lima, Diogo"
"Lima, Duarte"
"Lima, Fernando"
"Lima, Francisco"
"Lima, Gerson"
"Lima, Henrique"
"Lima, Joao"
"Lima, Joao"
"Lima, Luis"
"Lima, Miguel"
"Lima, Paulo"
"Lima, Pedro"
"Lima, Renato"
"Lima, Rodrigo"
"Lima, Ruben"
"Lima, Vasco"
"Lima, Vitor"
"Lima, Vitor"
"Lindinho, Bruno"
"Lindolfo, Ruben"
"Lino"
"Lino, Joao"
"Lio"
"Lionn"
"Lipes"
"Lisandro Semedo"
"Lisboa, Joao"
"Lisboa, Rodrigo"
"Litcha"
"Litos"
"Lixa"
"Lobato, Samuel"
"Lobo"
"Lobo, Armando"
"Lobo, Dinis"
"Lobo, Diogo"
"Lobo, Joao"
"Lobo, Joao"
"Lobo, Norberto"
"Lobo, Pedro"
"Lobo, Rui"
"Lobo, Tiago"
"Lomba, Andre"
"Lomba, Carlos"
"Lomba, Rui"
"Longo, Nuno"
"Longras, Nuno"
"Longras, Rui"
"Lopes, Andre"
"Lopes, Anthony"
"Lopes, Antonio"
"Lopes, Armando"
"Lopes, Armindo"
"Lopes, Bernardo"
"Lopes, Bruno"
"Lopes, Bruno"
"Lopes, Bruno"
"Lopes, Bruno"
"Lopes, Carlos"
"Lopes, Carlos"
"Lopes, David"
"Lopes, David"
"Lopes, Deritson"
"Lopes, Dinis"
"Lopes, Diogo"
"Lopes, Diogo"
"Lopes, Diogo"
"Lopes, Duarte"
"Lopes, Edgar"
"Lopes, Fabio"
"Lopes, Fernando"
"Lopes, Fernando"
"Lopes, Francisco"
"Lopes, Helder"
"Lopes, Helder"
"Lopes, Hugo"
"Lopes, Hugo"
"Lopes, Inacio"
"Lopes, Ivan"
"Lopes, Joao"
"Lopes, Joao"
"Lopes, Joao"
"Lopes, Joao"
"Lopes, Jorge"
"Lopes, Jorge"
"Lopes, Jose"
"Lopes, Jose"
"Lopes, Lamine"
"Lopes, Manuel"
"Lopes, Manuel"
"Lopes, Marcelo"
"Lopes, Marco"
"Lopes, Mario"
"Lopes, Mario"
"Lopes, Miguel"
"Lopes, Miguel"
"Lopes, Miguel"
"Lopes, Nuno"
"Lopes, Paulo"
"Lopes, Paulo"
"Lopes, Pedro"
"Lopes, Pedro"
"Lopes, Rafael"
"Lopes, Raphael"
"Lopes, Rui"
"Lopes, Sergio"
"Lopes, Tiago"
"Lopes, Tiago"
"Lopes, Tiago"
"Lopes, Tomas"
"Lopes, Vitor"
"Lopes, Yannik"
"Lordelo, Bruno"
"Lordelo, Ivan"
"Lordelo, Leonel"
"Lordelo, Nelson"
"Lorenzi, Tomaso"
"Lorga, Diogo"
"Lotitto, Christian"
"Loucano, Tiago"
"Loureiro, Antonio"
"Loureiro, Augusto"
"Loureiro, Bruno"
"Loureiro, Daniel"
"Loureiro, Filipe"
"Loureiro, Francisco"
"Loureiro, Goncalo"
"Loureiro, Jose"
"Loureiro, Marcelo"
"Loureiro, Marco"
"Loureiro, Paulo"
"Loureiro, Pedro"
"Loureiro, Pedro"
"Loureiro, Tomas"
"Lourenco, Bruno"
"Lourenco, Bruno"
"Lourenco, Claudio"
"Lourenco, Cristiano"
"Lourenco, David"
"Lourenco, Eduardo"
"Lourenco, Enio"
"Lourenco, Fabio"
"Lourenco, Fausto"
"Lourenco, Fernando"
"Lourenco, Joao"
"Lourenco, Joao"
"Lourenco, Joao"
"Lourenco, Jonatas"
"Lourenco, Jorge"
"Lourenco, Luis"
"Lourenco, Miguel"
"Lourenco, Miguel"
"Lourenco, Rodolfo"
"Lourenco, Tiago"
"Lourinho, Pedro"
"Louro, Joao"
"Louro, Joao"
"Louro, Sergio"
"Lousa, Tiago"
"Lousada, Diogo"
"Lousada, Guilherme"
"Lousada, Guilherme"
"Lousada, Ricardo"
"Luan Carlos"
"Lucas Klysman"
"Lucas Paqueta"
"Lucas Reis"
"Lucas Stort"
"Lucas, Diogo"
"Lucas, Goncalo"
"Lucas, Joao"
"Lucas, Luis"
"Lucilio, Daniel"
"Lucio"
"Lucio, Afonso"
"Lucio, Bruno"
"Lucio, Bruno"
"Lucio, Pedro"
"Ludovic"
"Luis Canina"
"Luis Carlos"
"Luis Figo"
"Luis Filipe"
"Luis Gustavo"
"Luis Leal"
"Luis Miguel"
"Luis Miguel"
"Luis Pedro"
"Luis Pedro"
"Luis Pedro"
"Luis Pedro"
"Luis Pimenta"
"Luis Rodrigues"
"Luis Santinho"
"Luis, Alvaro"
"Luis, Arnaldo"
"Luis, Florentino"
"Luis, Miguel"
"Luis, Nuno"
"Luis, Pedro"
"Luis, Tiago"
"Luis, Valter"
"Luisinho"
"Luisinho"
"Luisinho"
"Luiz"
